,Reference area,Measure,Unit of measure,Domain,TIME_PERIOD,OBS_VALUE,Observation status
6906,United States,Life expectancy at birth,Years,Health,2015,78.7,Normal value
6907,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2010,2.8312245228,Normal value
6908,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2008,0.6225495687,Normal value
6909,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2007,0.4651872792,Normal value
6910,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2006,0.4693686991,Normal value
6911,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2005,0.6043035573,Normal value
6912,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2004,0.7091501288,Normal value
6913,United States,Social support,Percentage of population aged 15 years or over,Social connections,2024,89.9140420971,Normal value
6914,United States,Social support,Percentage of population aged 15 years or over,Social connections,2023,89.9140420971,Normal value
6915,United States,Social support,Percentage of population aged 15 years or over,Social connections,2022,91.7846531329,Normal value
6916,United States,Social support,Percentage of population aged 15 years or over,Social connections,2021,91.7846531329,Normal value
6917,United States,Social support,Percentage of population aged 15 years or over,Social connections,2020,91.7846531329,Normal value
6918,United States,Social support,Percentage of population aged 15 years or over,Social connections,2019,91.310941678,Normal value
6919,United States,Social support,Percentage of population aged 15 years or over,Social connections,2018,91.310941678,Normal value
6920,United States,Social support,Percentage of population aged 15 years or over,Social connections,2017,91.310941678,Normal value
6921,United States,Social support,Percentage of population aged 15 years or over,Social connections,2016,89.9312029547,Normal value
6922,United States,Social support,Percentage of population aged 15 years or over,Social connections,2015,89.9312029547,Normal value
6923,United States,Social support,Percentage of population aged 15 years or over,Social connections,2014,89.9312029547,Normal value
6924,United States,Social support,Percentage of population aged 15 years or over,Social connections,2013,91.4648322336,Normal value
6925,United States,Social support,Percentage of population aged 15 years or over,Social connections,2012,91.4648322336,Normal value
6926,United States,Social support,Percentage of population aged 15 years or over,Social connections,2011,91.4648322336,Normal value
6927,United States,Social support,Percentage of population aged 15 years or over,Social connections,2010,92.6172276463,Normal value
6928,United States,Social support,Percentage of population aged 15 years or over,Social connections,2009,92.6172276463,Normal value
6929,United States,Social support,Percentage of population aged 15 years or over,Social connections,2008,92.6172276463,Normal value
6930,United States,Social support,Percentage of population aged 15 years or over,Social connections,2006,95.4894367935,Normal value
6931,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,74.6666666667,Normal value
6932,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2021,74.6666666667,Normal value
6933,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2020,74.6666666667,Normal value
6934,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,74.3333333333,Normal value
6935,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,74.3333333333,Normal value
6936,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,74.3333333333,Normal value
6937,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2013,74.6666666667,Normal value
6938,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2012,74.6666666667,Normal value
6939,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2011,74.6666666667,Normal value
6940,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2010,76.6666666667,Normal value
6941,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2009,76.6666666667,Normal value
6942,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2008,76.6666666667,Normal value
6943,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2024,71.5,Normal value
6944,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,71.5,Normal value
6945,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2019,73.0,Normal value
6946,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2018,73.0,Normal value
6947,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2017,73.0,Normal value
6948,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2007,75.0,Normal value
6949,United States,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2006,75.0,Normal value
6950,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2023,81.7531067448,Normal value
6951,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2022,81.5091379943,Normal value
6952,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2020,82.7584405055,Normal value
6953,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2019,82.3341318497,Normal value
6954,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2018,82.2233578135,Normal value
6955,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2017,82.0939247748,Normal value
6956,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2016,81.9041603686,Normal value
6957,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2015,81.9273111068,Normal value
6958,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2014,81.6716171048,Normal value
6959,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2013,81.393893126,Normal value
6960,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2012,81.9440436969,Normal value
6961,United States,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2011,81.4837817495,Normal value
6962,United States,Feeling lonely,Percentage of population aged 16 years or over,Social connections,2024,13.3555555556,Definition differs
6963,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6964,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6965,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6966,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6967,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6968,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6969,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6970,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6971,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6972,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6973,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6974,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6975,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6976,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6977,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6978,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6979,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6980,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6981,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6982,United States,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,A
6983,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6984,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6985,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6986,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6987,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6988,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6989,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6990,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6991,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6992,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6993,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6994,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6995,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6996,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
6997,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2017,0.6655684422,Normal value
6998,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2010,90.156299608,Normal value
6999,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,37.3333333333,Normal value
7000,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2022,91.0492372263,Normal value
7001,Croatia,Long-term unemployment rate,Percentage of labour force,Work and job quality,2006,6.9222618117,Normal value
7002,Indonesia,Social support,Percentage of population aged 15 years or over,Social connections,2010,75.3496721993,Normal value
7003,Peru,Social support,Percentage of population aged 15 years or over,Social connections,2007,80.9292425013,Normal value
7004,Romania,Social support,Percentage of population aged 15 years or over,Social connections,2022,83.512942715,Normal value
7005,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
7006,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
7007,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
7008,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
7009,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
7010,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
7011,United States,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
7012,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2024,76.671,Normal value
7013,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2008,75.517,Normal value
7014,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2007,76.191,Normal value
7015,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2006,76.195,Normal value
7016,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2005,75.719,Normal value
7017,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2004,75.365,Normal value
7018,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2023,76.641,Normal value
7019,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2022,75.803,Normal value
7020,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2021,73.68,Normal value
7021,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2020,71.795,Normal value
7022,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2019,75.877,Normal value
7023,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2018,75.298,Normal value
7024,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2017,74.616,Normal value
7025,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2016,73.94,Normal value
7026,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2015,73.392,Normal value
7027,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2014,72.983,Normal value
7028,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2013,72.319,Normal value
7029,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2012,72.181,Normal value
7030,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2011,71.654,Normal value
7031,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2010,71.796,Normal value
7032,United States,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2009,72.495,Normal value
7033,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2009,1.524422632,Normal value
7034,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2024,0.4983743157,Normal value
7035,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2023,0.4299402102,Normal value
7036,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2022,0.5567678184,Normal value
7037,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2021,1.2525918367,Normal value
7038,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2020,0.4551546424,Normal value
7039,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2019,0.4719803366,Normal value
7040,United States,Long-term unemployment rate,Percentage of labour force,Work and job quality,2018,0.5256902613,Normal value
7041,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2009,90.156299608,Normal value
7042,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2008,90.156299608,Normal value
7043,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2007,89.0135336584,Normal value
7044,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2006,89.0135336584,Normal value
7045,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,49.3333333333,Normal value
7046,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2021,49.3333333333,Normal value
7047,Argentina,Life expectancy at birth,Years,Health,2013,75.8,Normal value
7048,Argentina,Life expectancy at birth,Years,Health,2012,75.8,Normal value
7049,Argentina,Life expectancy at birth,Years,Health,2009,75.6,Normal value
7050,Argentina,Life expectancy at birth,Years,Health,2008,75.4,Normal value
7051,Argentina,Life expectancy at birth,Years,Health,2007,74.8,Normal value
7052,Argentina,Life expectancy at birth,Years,Health,2006,75.3,Normal value
7053,Argentina,Life expectancy at birth,Years,Health,2005,75.2,Normal value
7054,Argentina,Life expectancy at birth,Years,Health,2020,75.9,Normal value
7055,Argentina,Life expectancy at birth,Years,Health,2011,76.1,Normal value
7056,Argentina,Life expectancy at birth,Years,Health,2010,75.7,Normal value
7057,Argentina,Life expectancy at birth,Years,Health,2004,74.9,Normal value
7058,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2020,49.3333333333,Normal value
7059,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,41.3333333333,Normal value
7060,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,41.3333333333,Normal value
7061,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,41.3333333333,Normal value
7062,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2013,46.3333333333,Normal value
7063,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2012,46.3333333333,Normal value
7064,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2011,46.3333333333,Normal value
7065,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2010,39.3333333333,Normal value
7066,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2009,39.3333333333,Normal value
7067,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2008,39.3333333333,Normal value
7068,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2024,44.5,Normal value
7069,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,44.5,Normal value
7070,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2019,41.0,Normal value
7071,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2018,41.0,Normal value
7072,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2017,41.0,Normal value
7073,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2007,41.5,Normal value
7074,Argentina,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2006,41.5,Normal value
7075,Argentina,Life expectancy at birth,Years,Health,2023,77.4,Normal value
7076,Argentina,Life expectancy at birth,Years,Health,2022,75.8,Normal value
7077,Argentina,Life expectancy at birth,Years,Health,2021,73.9,Normal value
7078,Argentina,Life expectancy at birth,Years,Health,2019,76.8,Normal value
7079,Argentina,Life expectancy at birth,Years,Health,2018,76.8,Normal value
7080,Argentina,Life expectancy at birth,Years,Health,2017,76.5,Normal value
7081,Argentina,Life expectancy at birth,Years,Health,2016,76.1,Normal value
7082,Argentina,Life expectancy at birth,Years,Health,2015,76.6,Normal value
7083,Argentina,Life expectancy at birth,Years,Health,2014,76.3,Normal value
7084,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2023,77.853,Normal value
7085,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2022,76.746,Normal value
7086,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2021,75.428,Normal value
7087,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2020,70.181,Normal value
7088,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2019,73.067,Normal value
7089,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2018,72.632,Normal value
7090,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2017,73.548,Normal value
7091,Argentina,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2016,72.432,Normal value
7092,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2017,2.702394822,Normal value
7093,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2016,2.3312,Normal value
7094,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2023,1.8986889429,Normal value
7095,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2022,2.3156422018,Normal value
7096,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2021,3.2744483122,Normal value
7097,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2020,3.0156135402,Normal value
7098,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2019,3.4088137584,Normal value
7099,Argentina,Long-term unemployment rate,Percentage of labour force,Work and job quality,2018,3.1059354291,Normal value
7100,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2024,90.3251426978,Normal value
7101,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2023,90.3251426978,Normal value
7102,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2022,88.4507335783,Normal value
7103,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2021,88.4507335783,Normal value
7104,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2020,88.4507335783,Normal value
7105,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2019,89.8206332448,Normal value
7106,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2018,89.8206332448,Normal value
7107,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2017,89.8206332448,Normal value
7108,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2016,90.2197378819,Normal value
7109,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2015,90.2197378819,Normal value
7110,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2014,90.2197378819,Normal value
7111,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2013,89.2144180621,Normal value
7112,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2012,89.2144180621,Normal value
7113,Argentina,Social support,Percentage of population aged 15 years or over,Social connections,2011,89.2144180621,Normal value
7114,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,37.3333333333,Normal value
7115,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,37.3333333333,Normal value
7116,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2013,42.6666666667,Normal value
7117,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2012,42.6666666667,Normal value
7118,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2011,42.6666666667,Normal value
7119,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2010,41.6666666667,Normal value
7120,Brazil,Life expectancy at birth,Years,Health,2014,74.8,Normal value
7121,Brazil,Life expectancy at birth,Years,Health,2013,74.6,Normal value
7122,Brazil,Life expectancy at birth,Years,Health,2012,74.3,Normal value
7123,Brazil,Life expectancy at birth,Years,Health,2011,74.0,Normal value
7124,Brazil,Life expectancy at birth,Years,Health,2010,73.8,Normal value
7125,Brazil,Life expectancy at birth,Years,Health,2009,73.5,Normal value
7126,Brazil,Life expectancy at birth,Years,Health,2008,73.1,Normal value
7127,Brazil,Life expectancy at birth,Years,Health,2007,72.7,Normal value
7128,Brazil,Life expectancy at birth,Years,Health,2006,72.3,Normal value
7129,Brazil,Life expectancy at birth,Years,Health,2004,71.4,Normal value
7130,Brazil,Life expectancy at birth,Years,Health,2005,71.8,Normal value
7131,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2009,41.6666666667,Normal value
7132,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2008,41.6666666667,Normal value
7133,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2024,49.5,Normal value
7134,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,49.5,Normal value
7135,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,47.0,Normal value
7136,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2021,47.0,Normal value
7137,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2020,47.0,Normal value
7138,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2019,35.0,Normal value
7139,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2018,35.0,Normal value
7140,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2017,35.0,Normal value
7141,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2007,38.0,Normal value
7142,Brazil,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2006,38.0,Normal value
7143,Brazil,Student reading skills,Points,Knowledge and skills,2018,412.8733165079,Normal value
7144,Brazil,Student reading skills,Points,Knowledge and skills,2015,407.3485922656,Normal value
7145,Brazil,Student reading skills,Points,Knowledge and skills,2012,406.5331578289,Normal value
7146,Brazil,Student reading skills,Points,Knowledge and skills,2009,411.7549273904,Normal value
7147,Brazil,Student reading skills,Points,Knowledge and skills,2006,392.885112093,Normal value
7148,Brazil,Life expectancy at birth,Years,Health,2023,75.8,Normal value
7149,Brazil,Life expectancy at birth,Years,Health,2022,74.9,Normal value
7150,Brazil,Life expectancy at birth,Years,Health,2021,73.0,Normal value
7151,Brazil,Life expectancy at birth,Years,Health,2020,74.5,Normal value
7152,Brazil,Life expectancy at birth,Years,Health,2019,75.8,Normal value
7153,Brazil,Life expectancy at birth,Years,Health,2018,75.6,Normal value
7154,Brazil,Life expectancy at birth,Years,Health,2017,75.4,Normal value
7155,Brazil,Life expectancy at birth,Years,Health,2016,75.1,Normal value
7156,Brazil,Life expectancy at birth,Years,Health,2015,75.1,Normal value
7157,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2024,71.813,Normal value
7158,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2008,73.593,Normal value
7159,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2007,72.696,Normal value
7160,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2006,73.054,Normal value
7161,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2005,72.715,Normal value
7162,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2004,72.157,Normal value
7163,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2023,70.692,Normal value
7164,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2022,68.937,Normal value
7165,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2021,65.033,Normal value
7166,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2020,63.815,Normal value
7167,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2019,69.237,Normal value
7168,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2018,68.546,Normal value
7169,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2017,68.046,Normal value
7170,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2016,68.913,Normal value
7171,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2015,69.199,Normal value
7172,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2014,69.697,Normal value
7173,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2013,69.582,Normal value
7174,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2012,68.974,Normal value
7175,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2011,72.382,Normal value
7176,Brazil,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2009,73.219,Normal value
7177,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2024,85.9872792907,Normal value
7178,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2023,85.9872792907,Normal value
7179,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2022,83.2240948759,Normal value
7180,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2021,83.2240948759,Normal value
7181,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2020,83.2240948759,Normal value
7182,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2019,88.8960063047,Normal value
7183,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2018,88.8960063047,Normal value
7184,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2017,88.8960063047,Normal value
7185,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2016,90.1466072694,Normal value
7186,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2015,90.1466072694,Normal value
7187,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2014,90.1466072694,Normal value
7188,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2013,90.2138927847,Normal value
7189,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2012,90.2138927847,Normal value
7190,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2011,90.2138927847,Normal value
7191,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2010,89.1901925088,Normal value
7192,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2009,89.1901925088,Normal value
7193,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2008,89.1901925088,Normal value
7194,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2007,88.0416414841,Normal value
7195,Brazil,Social support,Percentage of population aged 15 years or over,Social connections,2006,88.0416414841,Normal value
7196,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2021,91.0492372263,Normal value
7197,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2020,91.0492372263,Normal value
7198,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2019,93.1428503554,Normal value
7199,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2018,93.1428503554,Normal value
7200,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2017,93.1428503554,Normal value
7201,Bulgaria,Social support,Percentage of population aged 15 years or over,Social connections,2016,89.9007832032,Normal value
7202,Bulgaria,Life expectancy at birth,Years,Health,2014,74.5,Normal value
7203,Bulgaria,Life expectancy at birth,Years,Health,2013,74.9,Normal value
7204,Bulgaria,Life expectancy at birth,Years,Health,2012,74.4,Normal value
7205,Bulgaria,Life expectancy at birth,Years,Health,2011,74.2,Normal value
7206,Bulgaria,Life expectancy at birth,Years,Health,2010,73.8,Normal value
7207,Bulgaria,Life expectancy at birth,Years,Health,2009,73.7,Normal value
7208,Bulgaria,Life expectancy at birth,Years,Health,2008,73.3,Normal value
7209,Bulgaria,Life expectancy at birth,Years,Health,2007,73.0,Normal value
7210,Bulgaria,Life expectancy at birth,Years,Health,2006,72.7,Normal value
7211,Bulgaria,Life expectancy at birth,Years,Health,2005,72.5,Normal value
7212,Bulgaria,Life expectancy at birth,Years,Health,2004,72.5,Normal value
7213,Bulgaria,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2014,76.3502133656,Normal value
